games,summer,team,gold,silver,bronze,total,year,games_team
Beijing 2008,1,Sudan,0,1,0,1,2008,Beijing 2008 | Sudan
Beijing 2008,1,Serbia,0,1,2,3,2008,Beijing 2008 | Serbia
Beijing 2008,1,Austria,0,1,2,3,2008,Beijing 2008 | Austria
Beijing 2008,1,Ireland,0,1,2,3,2008,Beijing 2008 | Ireland
Beijing 2008,1,Nigeria,0,2,3,5,2008,Beijing 2008 | Nigeria
Beijing 2008,1,Iceland,0,1,0,1,2008,Beijing 2008 | Iceland
Beijing 2008,1,South Africa,0,1,0,1,2008,Beijing 2008 | South Africa
Beijing 2008,1,Bulgaria,1,1,3,5,2008,Beijing 2008 | Bulgaria
Beijing 2008,1,Malaysia,0,1,0,1,2008,Beijing 2008 | Malaysia
Beijing 2008,1,Slovenia,1,2,2,5,2008,Beijing 2008 | Slovenia
Beijing 2008,1,Uzbekistan,0,1,3,4,2008,Beijing 2008 | Uzbekistan
Beijing 2008,1,Belgium,2,0,0,2,2008,Beijing 2008 | Belgium
Beijing 2008,1,Indonesia,1,1,4,6,2008,Beijing 2008 | Indonesia
Beijing 2008,1,Ecuador,0,1,0,1,2008,Beijing 2008 | Ecuador
Beijing 2008,1,People's Republic of China,48,22,30,100,2008,Beijing 2008 | People's Republic of China
Beijing 2008,1,Samoa,0,1,0,1,2008,Beijing 2008 | Samoa
Beijing 2008,1,Chile,0,1,0,1,2008,Beijing 2008 | Chile
Beijing 2008,1,Chinese Taipei,1,1,2,4,2008,Beijing 2008 | Chinese Taipei
Beijing 2008,1,Finland,1,1,2,4,2008,Beijing 2008 | Finland
Beijing 2008,1,Latvia,1,1,1,3,2008,Beijing 2008 | Latvia
Beijing 2008,1,Mauritius,0,0,1,1,2008,Beijing 2008 | Mauritius
Beijing 2008,1,Zimbabwe,1,3,0,4,2008,Beijing 2008 | Zimbabwe
Beijing 2008,1,Togo,0,0,1,1,2008,Beijing 2008 | Togo
Beijing 2008,1,Republic of Moldova,0,0,1,1,2008,Beijing 2008 | Republic of Moldova
Beijing 2008,1,Mexico,2,0,2,4,2008,Beijing 2008 | Mexico
Beijing 2008,1,Venezuela,0,0,1,1,2008,Beijing 2008 | Venezuela
Beijing 2008,1,Israel,0,0,1,1,2008,Beijing 2008 | Israel
Beijing 2008,1,Afghanistan,0,0,1,1,2008,Beijing 2008 | Afghanistan
Beijing 2008,1,Vietnam,0,1,0,1,2008,Beijing 2008 | Vietnam
Beijing 2008,1,Mongolia,2,2,0,4,2008,Beijing 2008 | Mongolia
Beijing 2008,1,India,1,0,2,3,2008,Beijing 2008 | India
Beijing 2008,1,Armenia,0,1,4,5,2008,Beijing 2008 | Armenia
Beijing 2008,1,Colombia,0,2,1,3,2008,Beijing 2008 | Colombia
Beijing 2008,1,Greece,0,2,1,3,2008,Beijing 2008 | Greece
Beijing 2008,1,Azerbaijan,1,1,4,6,2008,Beijing 2008 | Azerbaijan
Beijing 2008,1,Estonia,1,1,0,2,2008,Beijing 2008 | Estonia
Beijing 2008,1,Turkey,1,1,3,5,2008,Beijing 2008 | Turkey
Beijing 2008,1,Singapore,0,1,0,1,2008,Beijing 2008 | Singapore
Beijing 2008,1,Czech Republic,3,3,1,7,2008,Beijing 2008 | Czech Republic
Beijing 2008,1,Denmark,2,2,3,7,2008,Beijing 2008 | Denmark
Beijing 2008,1,Switzerland,2,1,4,7,2008,Beijing 2008 | Switzerland
Beijing 2008,1,Germany,16,11,14,41,2008,Beijing 2008 | Germany
Beijing 2008,1,Ethiopia,4,2,1,7,2008,Beijing 2008 | Ethiopia
Beijing 2008,1,Portugal,1,1,0,2,2008,Beijing 2008 | Portugal
Beijing 2008,1,Tajikistan,0,1,1,2,2008,Beijing 2008 | Tajikistan
Beijing 2008,1,France,7,16,20,43,2008,Beijing 2008 | France
Beijing 2008,1,Australia,14,15,17,46,2008,Beijing 2008 | Australia
Beijing 2008,1,Algeria,0,1,1,2,2008,Beijing 2008 | Algeria
Beijing 2008,1,Spain,5,11,3,19,2008,Beijing 2008 | Spain
Beijing 2008,1,Georgia,3,2,2,7,2008,Beijing 2008 | Georgia
Beijing 2008,1,Great Britain,19,13,19,51,2008,Beijing 2008 | Great Britain
Beijing 2008,1,Kenya,6,4,6,16,2008,Beijing 2008 | Kenya
Beijing 2008,1,Slovakia,3,3,0,6,2008,Beijing 2008 | Slovakia
Beijing 2008,1,Netherlands,7,5,4,16,2008,Beijing 2008 | Netherlands
Beijing 2008,1,Trinidad and Tobago,1,1,0,2,2008,Beijing 2008 | Trinidad and Tobago
Beijing 2008,1,Dominican Republic,1,1,0,2,2008,Beijing 2008 | Dominican Republic
Beijing 2008,1,United States of America,36,39,37,112,2008,Beijing 2008 | United States of America
Beijing 2008,1,Belarus,3,4,7,14,2008,Beijing 2008 | Belarus
Beijing 2008,1,Morocco,0,1,1,2,2008,Beijing 2008 | Morocco
Beijing 2008,1,Argentina,2,0,4,6,2008,Beijing 2008 | Argentina
Beijing 2008,1,Russian Federation,24,13,23,60,2008,Beijing 2008 | Russian Federation
Beijing 2008,1,Canada,3,9,8,20,2008,Beijing 2008 | Canada
Beijing 2008,1,Thailand,2,2,2,6,2008,Beijing 2008 | Thailand
Beijing 2008,1,Islamic Republic of Iran,1,0,1,2,2008,Beijing 2008 | Islamic Republic of Iran
Beijing 2008,1,Bahamas,0,1,1,2,2008,Beijing 2008 | Bahamas
Beijing 2008,1,Democratic People's Republic of Korea,2,2,2,6,2008,Beijing 2008 | Democratic People's Republic of Korea
Vancouver 2010,0,Slovakia,1,1,1,3,2010,Vancouver 2010 | Slovakia
Vancouver 2010,0,Norway,9,8,6,23,2010,Vancouver 2010 | Norway
Vancouver 2010,0,Belarus,1,1,1,3,2010,Vancouver 2010 | Belarus
Vancouver 2010,0,People's Republic of China,5,2,4,11,2010,Vancouver 2010 | People's Republic of China
Vancouver 2010,0,Republic of Korea,6,6,2,14,2010,Vancouver 2010 | Republic of Korea
Vancouver 2010,0,Germany,10,13,7,30,2010,Vancouver 2010 | Germany
Vancouver 2010,0,Sweden,5,2,4,11,2010,Vancouver 2010 | Sweden
Vancouver 2010,0,United States of America,9,15,13,37,2010,Vancouver 2010 | United States of America
Vancouver 2010,0,Poland,1,3,2,6,2010,Vancouver 2010 | Poland
Vancouver 2010,0,Finland,0,1,4,5,2010,Vancouver 2010 | Finland
Vancouver 2010,0,Great Britain,1,0,0,1,2010,Vancouver 2010 | Great Britain
Vancouver 2010,0,Czech Republic,2,0,4,6,2010,Vancouver 2010 | Czech Republic
Vancouver 2010,0,Estonia,0,1,0,1,2010,Vancouver 2010 | Estonia
Vancouver 2010,0,Italy,1,1,3,5,2010,Vancouver 2010 | Italy
Vancouver 2010,0,Australia,2,1,0,3,2010,Vancouver 2010 | Australia
Vancouver 2010,0,Switzerland,6,0,3,9,2010,Vancouver 2010 | Switzerland
Vancouver 2010,0,Netherlands,4,1,3,8,2010,Vancouver 2010 | Netherlands
Vancouver 2010,0,Austria,4,6,6,16,2010,Vancouver 2010 | Austria
Vancouver 2010,0,Kazakhstan,0,1,0,1,2010,Vancouver 2010 | Kazakhstan
Vancouver 2010,0,Russian Federation,3,5,7,15,2010,Vancouver 2010 | Russian Federation
Vancouver 2010,0,Latvia,0,2,0,2,2010,Vancouver 2010 | Latvia
Vancouver 2010,0,Croatia,0,2,1,3,2010,Vancouver 2010 | Croatia
Vancouver 2010,0,Slovenia,0,2,1,3,2010,Vancouver 2010 | Slovenia
Vancouver 2010,0,France,2,3,6,11,2010,Vancouver 2010 | France
Vancouver 2010,0,Japan,0,3,2,5,2010,Vancouver 2010 | Japan
Vancouver 2010,0,Canada,14,7,5,26,2010,Vancouver 2010 | Canada
London 2012,1,Cyprus,0,1,0,1,2012,London 2012 | Cyprus
London 2012,1,Islamic Republic of Iran,6,6,1,13,2012,London 2012 | Islamic Republic of Iran
London 2012,1,Montenegro,0,1,0,1,2012,London 2012 | Montenegro
London 2012,1,Hungary,8,4,6,18,2012,London 2012 | Hungary
London 2012,1,Spain,4,10,4,18,2012,London 2012 | Spain
London 2012,1,Netherlands,6,6,8,20,2012,London 2012 | Netherlands
London 2012,1,Guatemala,0,1,0,1,2012,London 2012 | Guatemala
London 2012,1,Portugal,0,1,0,1,2012,London 2012 | Portugal
London 2012,1,Kenya,2,4,6,12,2012,London 2012 | Kenya
London 2012,1,Canada,2,5,11,18,2012,London 2012 | Canada
London 2012,1,Jamaica,4,5,3,12,2012,London 2012 | Jamaica
London 2012,1,Brazil,3,5,9,17,2012,London 2012 | Brazil
London 2012,1,Cuba,5,3,7,15,2012,London 2012 | Cuba
London 2012,1,New Zealand,6,2,5,13,2012,London 2012 | New Zealand
London 2012,1,Ukraine,5,4,10,19,2012,London 2012 | Ukraine
London 2012,1,Bahrain,1,0,0,1,2012,London 2012 | Bahrain
London 2012,1,Gabon,0,1,0,1,2012,London 2012 | Gabon
London 2012,1,Germany,11,20,13,44,2012,London 2012 | Germany
London 2012,1,Trinidad and Tobago,1,1,2,4,2012,London 2012 | Trinidad and Tobago
London 2012,1,Dominican Republic,1,1,0,2,2012,London 2012 | Dominican Republic
London 2012,1,Russian Federation,20,19,28,67,2012,London 2012 | Russian Federation
London 2012,1,Great Britain,29,17,19,65,2012,London 2012 | Great Britain
London 2012,1,Croatia,3,1,2,6,2012,London 2012 | Croatia
London 2012,1,Chinese Taipei,1,0,1,2,2012,London 2012 | Chinese Taipei
London 2012,1,Latvia,1,0,1,2,2012,London 2012 | Latvia
London 2012,1,Democratic People's Republic of Korea,4,0,2,6,2012,London 2012 | Democratic People's Republic of Korea
London 2012,1,Algeria,1,0,0,1,2012,London 2012 | Algeria
London 2012,1,People's Republic of China,38,31,22,91,2012,London 2012 | People's Republic of China
London 2012,1,Tunisia,2,0,1,3,2012,London 2012 | Tunisia
London 2012,1,South Africa,4,1,1,6,2012,London 2012 | South Africa
London 2012,1,Argentina,1,1,2,4,2012,London 2012 | Argentina
London 2012,1,Egypt,0,3,1,4,2012,London 2012 | Egypt
London 2012,1,Thailand,0,2,2,4,2012,London 2012 | Thailand
London 2012,1,Japan,7,14,17,38,2012,London 2012 | Japan
London 2012,1,Ethiopia,3,2,2,7,2012,London 2012 | Ethiopia
London 2012,1,Georgia,1,2,3,6,2012,London 2012 | Georgia
London 2012,1,Botswana,0,1,0,1,2012,London 2012 | Botswana
London 2012,1,Slovenia,1,1,2,4,2012,London 2012 | Slovenia
London 2012,1,India,0,2,4,6,2012,London 2012 | India
London 2012,1,Tajikistan,0,0,1,1,2012,London 2012 | Tajikistan
London 2012,1,Kuwait,0,0,1,1,2012,London 2012 | Kuwait
London 2012,1,Saudi Arabia,0,0,1,1,2012,London 2012 | Saudi Arabia
London 2012,1,Morocco,0,0,1,1,2012,London 2012 | Morocco
London 2012,1,Afghanistan,0,0,1,1,2012,London 2012 | Afghanistan
London 2012,1,"Hong Kong, China",0,0,1,1,2012,"London 2012 | Hong Kong, China"
London 2012,1,Cameroon,0,0,1,1,2012,London 2012 | Cameroon
London 2012,1,Turkey,1,1,1,3,2012,London 2012 | Turkey
London 2012,1,United States of America,46,28,30,104,2012,London 2012 | United States of America
London 2012,1,Norway,2,1,1,4,2012,London 2012 | Norway
London 2012,1,Switzerland,2,2,0,4,2012,London 2012 | Switzerland
London 2012,1,Bulgaria,0,2,1,3,2012,London 2012 | Bulgaria
London 2012,1,Finland,0,2,1,3,2012,London 2012 | Finland
London 2012,1,Indonesia,0,2,1,3,2012,London 2012 | Indonesia
London 2012,1,Mongolia,0,2,3,5,2012,London 2012 | Mongolia
London 2012,1,Belgium,0,1,2,3,2012,London 2012 | Belgium
London 2012,1,Lithuania,2,0,3,5,2012,London 2012 | Lithuania
London 2012,1,Ireland,1,1,4,6,2012,London 2012 | Ireland
London 2012,1,Mexico,1,3,4,8,2012,London 2012 | Mexico
London 2012,1,Serbia,1,1,2,4,2012,London 2012 | Serbia
London 2012,1,Republic of Korea,13,9,8,30,2012,London 2012 | Republic of Korea
London 2012,1,Singapore,0,0,2,2,2012,London 2012 | Singapore
London 2012,1,Uzbekistan,0,0,2,2,2012,London 2012 | Uzbekistan
London 2012,1,Greece,0,0,2,2,2012,London 2012 | Greece
London 2012,1,Azerbaijan,2,2,6,10,2012,London 2012 | Azerbaijan
London 2012,1,Slovakia,0,1,3,4,2012,London 2012 | Slovakia
London 2012,1,Belarus,2,5,3,10,2012,London 2012 | Belarus
London 2012,1,Puerto Rico,0,1,1,2,2012,London 2012 | Puerto Rico
London 2012,1,Kazakhstan,3,1,7,11,2012,London 2012 | Kazakhstan
London 2012,1,Poland,3,1,7,11,2012,London 2012 | Poland
London 2012,1,Czech Republic,4,3,4,11,2012,London 2012 | Czech Republic
London 2012,1,Sweden,1,4,3,8,2012,London 2012 | Sweden
London 2012,1,Qatar,0,0,2,2,2012,London 2012 | Qatar
London 2012,1,Italy,8,9,11,28,2012,London 2012 | Italy
London 2012,1,Denmark,2,4,3,9,2012,London 2012 | Denmark
London 2012,1,Venezuela,1,0,0,1,2012,London 2012 | Venezuela
London 2012,1,Colombia,1,3,4,8,2012,London 2012 | Colombia
London 2012,1,Australia,8,15,12,35,2012,London 2012 | Australia
London 2012,1,France,11,11,13,35,2012,London 2012 | France
London 2012,1,Uganda,1,0,0,1,2012,London 2012 | Uganda
London 2012,1,Bahamas,1,0,0,1,2012,London 2012 | Bahamas
London 2012,1,Romania,2,5,2,9,2012,London 2012 | Romania
London 2012,1,Estonia,0,1,1,2,2012,London 2012 | Estonia
London 2012,1,Armenia,0,1,1,2,2012,London 2012 | Armenia
London 2012,1,Malaysia,0,1,1,2,2012,London 2012 | Malaysia
London 2012,1,Grenada,1,0,0,1,2012,London 2012 | Grenada
Sochi 2014,0,Latvia,1,1,3,5,2014,Sochi 2014 | Latvia
Sochi 2014,0,Great Britain,1,1,3,5,2014,Sochi 2014 | Great Britain
Sochi 2014,0,Italy,0,2,6,8,2014,Sochi 2014 | Italy
Sochi 2014,0,Switzerland,7,2,2,11,2014,Sochi 2014 | Switzerland
Sochi 2014,0,Norway,11,5,10,26,2014,Sochi 2014 | Norway
Sochi 2014,0,Finland,1,3,1,5,2014,Sochi 2014 | Finland
Sochi 2014,0,Canada,10,10,5,25,2014,Sochi 2014 | Canada
Sochi 2014,0,Netherlands,8,7,9,24,2014,Sochi 2014 | Netherlands
Sochi 2014,0,Kazakhstan,0,0,1,1,2014,Sochi 2014 | Kazakhstan
Sochi 2014,0,Australia,0,2,1,3,2014,Sochi 2014 | Australia
Sochi 2014,0,Croatia,0,1,0,1,2014,Sochi 2014 | Croatia
Sochi 2014,0,Slovakia,1,0,0,1,2014,Sochi 2014 | Slovakia
Sochi 2014,0,United States of America,9,9,10,28,2014,Sochi 2014 | United States of America
Sochi 2014,0,Sweden,2,7,6,15,2014,Sochi 2014 | Sweden
Sochi 2014,0,France,4,4,7,15,2014,Sochi 2014 | France
Sochi 2014,0,Germany,8,6,5,19,2014,Sochi 2014 | Germany
Sochi 2014,0,Belarus,5,0,1,6,2014,Sochi 2014 | Belarus
Sochi 2014,0,Japan,1,4,3,8,2014,Sochi 2014 | Japan
Sochi 2014,0,Poland,4,1,1,6,2014,Sochi 2014 | Poland
Sochi 2014,0,Slovenia,2,2,4,8,2014,Sochi 2014 | Slovenia
Sochi 2014,0,People's Republic of China,3,4,2,9,2014,Sochi 2014 | People's Republic of China
Sochi 2014,0,Czech Republic,2,4,2,8,2014,Sochi 2014 | Czech Republic
Sochi 2014,0,Republic of Korea,3,3,2,8,2014,Sochi 2014 | Republic of Korea
Sochi 2014,0,Austria,4,8,5,17,2014,Sochi 2014 | Austria
Sochi 2014,0,Russian Federation,11,9,9,29,2014,Sochi 2014 | Russian Federation
Sochi 2014,0,Ukraine,1,0,1,2,2014,Sochi 2014 | Ukraine
Rio 2016,1,Dominican Republic,0,0,1,1,2016,Rio 2016 | Dominican Republic
Rio 2016,1,Morocco,0,0,1,1,2016,Rio 2016 | Morocco
Rio 2016,1,Finland,0,0,1,1,2016,Rio 2016 | Finland
Rio 2016,1,Portugal,0,0,1,1,2016,Rio 2016 | Portugal
Rio 2016,1,Austria,0,0,1,1,2016,Rio 2016 | Austria
Rio 2016,1,Estonia,0,0,1,1,2016,Rio 2016 | Estonia
Rio 2016,1,Nigeria,0,0,1,1,2016,Rio 2016 | Nigeria
Rio 2016,1,United Arab Emirates,0,0,1,1,2016,Rio 2016 | United Arab Emirates
Rio 2016,1,Trinidad and Tobago,0,0,1,1,2016,Rio 2016 | Trinidad and Tobago
Rio 2016,1,Grenada,0,1,0,1,2016,Rio 2016 | Grenada
Rio 2016,1,Philippines,0,1,0,1,2016,Rio 2016 | Philippines
Rio 2016,1,Qatar,0,1,0,1,2016,Rio 2016 | Qatar
Rio 2016,1,Great Britain,27,23,17,67,2016,Rio 2016 | Great Britain
Rio 2016,1,Burundi,0,1,0,1,2016,Rio 2016 | Burundi
Rio 2016,1,Russian Federation,19,17,20,56,2016,Rio 2016 | Russian Federation
Rio 2016,1,Brazil,7,6,6,19,2016,Rio 2016 | Brazil
Rio 2016,1,Germany,17,10,15,42,2016,Rio 2016 | Germany
Rio 2016,1,France,10,18,14,42,2016,Rio 2016 | France
Rio 2016,1,Netherlands,8,7,4,19,2016,Rio 2016 | Netherlands
Rio 2016,1,Japan,12,8,21,41,2016,Rio 2016 | Japan
Rio 2016,1,Republic of Korea,9,3,9,21,2016,Rio 2016 | Republic of Korea
Rio 2016,1,Australia,8,11,10,29,2016,Rio 2016 | Australia
Rio 2016,1,Italy,8,12,8,28,2016,Rio 2016 | Italy
Rio 2016,1,Canada,4,3,15,22,2016,Rio 2016 | Canada
Rio 2016,1,Niger,0,1,0,1,2016,Rio 2016 | Niger
Rio 2016,1,Lithuania,0,1,3,4,2016,Rio 2016 | Lithuania
Rio 2016,1,People's Republic of China,26,18,26,70,2016,Rio 2016 | People's Republic of China
Rio 2016,1,New Zealand,4,9,5,18,2016,Rio 2016 | New Zealand
Rio 2016,1,Romania,1,1,2,4,2016,Rio 2016 | Romania
Rio 2016,1,Indonesia,1,2,0,3,2016,Rio 2016 | Indonesia
Rio 2016,1,Turkey,1,3,4,8,2016,Rio 2016 | Turkey
Rio 2016,1,Mongolia,0,1,1,2,2016,Rio 2016 | Mongolia
Rio 2016,1,India,0,1,1,2,2016,Rio 2016 | India
Rio 2016,1,Kosovo,1,0,0,1,2016,Rio 2016 | Kosovo
Rio 2016,1,Singapore,1,0,0,1,2016,Rio 2016 | Singapore
Rio 2016,1,Fiji,1,0,0,1,2016,Rio 2016 | Fiji
Rio 2016,1,Tajikistan,1,0,0,1,2016,Rio 2016 | Tajikistan
Rio 2016,1,Jordan,1,0,0,1,2016,Rio 2016 | Jordan
Rio 2016,1,Puerto Rico,1,0,0,1,2016,Rio 2016 | Puerto Rico
Rio 2016,1,Jamaica,6,3,2,11,2016,Rio 2016 | Jamaica
Rio 2016,1,Cuba,5,2,4,11,2016,Rio 2016 | Cuba
Rio 2016,1,Ethiopia,1,2,5,8,2016,Rio 2016 | Ethiopia
Rio 2016,1,Argentina,3,1,0,4,2016,Rio 2016 | Argentina
Rio 2016,1,Sweden,2,6,3,11,2016,Rio 2016 | Sweden
Rio 2016,1,Ukraine,2,5,4,11,2016,Rio 2016 | Ukraine
Rio 2016,1,Poland,2,3,6,11,2016,Rio 2016 | Poland
Rio 2016,1,Croatia,5,3,2,10,2016,Rio 2016 | Croatia
Rio 2016,1,Slovakia,2,2,0,4,2016,Rio 2016 | Slovakia
Rio 2016,1,Serbia,2,4,2,8,2016,Rio 2016 | Serbia
Rio 2016,1,South Africa,2,6,2,10,2016,Rio 2016 | South Africa
Rio 2016,1,Czech Republic,1,2,7,10,2016,Rio 2016 | Czech Republic
Rio 2016,1,Slovenia,1,2,1,4,2016,Rio 2016 | Slovenia
Rio 2016,1,Islamic Republic of Iran,3,1,4,8,2016,Rio 2016 | Islamic Republic of Iran
Rio 2016,1,Armenia,1,3,0,4,2016,Rio 2016 | Armenia
Rio 2016,1,Colombia,3,2,3,8,2016,Rio 2016 | Colombia
Rio 2016,1,Belarus,1,4,4,9,2016,Rio 2016 | Belarus
Rio 2016,1,Chinese Taipei,1,0,2,3,2016,Rio 2016 | Chinese Taipei
Rio 2016,1,Switzerland,3,2,2,7,2016,Rio 2016 | Switzerland
Rio 2016,1,Venezuela,0,2,1,3,2016,Rio 2016 | Venezuela
Rio 2016,1,Egypt,0,0,3,3,2016,Rio 2016 | Egypt
Rio 2016,1,Kazakhstan,3,5,10,18,2016,Rio 2016 | Kazakhstan
Rio 2016,1,Azerbaijan,1,7,10,18,2016,Rio 2016 | Azerbaijan
Rio 2016,1,Spain,7,4,6,17,2016,Rio 2016 | Spain
Rio 2016,1,Bahrain,1,1,0,2,2016,Rio 2016 | Bahrain
Rio 2016,1,Vietnam,1,1,0,2,2016,Rio 2016 | Vietnam
Rio 2016,1,Thailand,2,2,2,6,2016,Rio 2016 | Thailand
Rio 2016,1,Hungary,8,3,4,15,2016,Rio 2016 | Hungary
Rio 2016,1,Belgium,2,2,2,6,2016,Rio 2016 | Belgium
Rio 2016,1,Greece,3,1,2,6,2016,Rio 2016 | Greece
Rio 2016,1,Independent Olympic Athletes,1,0,1,2,2016,Rio 2016 | Independent Olympic Athletes
Rio 2016,1,Bahamas,1,0,1,2,2016,Rio 2016 | Bahamas
Rio 2016,1,Côte d'Ivoire,1,0,1,2,2016,Rio 2016 | Côte d'Ivoire
Rio 2016,1,Tunisia,0,0,3,3,2016,Rio 2016 | Tunisia
Rio 2016,1,Bulgaria,0,1,2,3,2016,Rio 2016 | Bulgaria
Rio 2016,1,Israel,0,0,2,2,2016,Rio 2016 | Israel
Rio 2016,1,Kenya,6,6,1,13,2016,Rio 2016 | Kenya
Rio 2016,1,Uzbekistan,4,2,7,13,2016,Rio 2016 | Uzbekistan
Rio 2016,1,Denmark,2,6,7,15,2016,Rio 2016 | Denmark
Rio 2016,1,Malaysia,0,4,1,5,2016,Rio 2016 | Malaysia
Rio 2016,1,Georgia,2,1,4,7,2016,Rio 2016 | Georgia
Rio 2016,1,Mexico,0,3,2,5,2016,Rio 2016 | Mexico
Rio 2016,1,Ireland,0,2,0,2,2016,Rio 2016 | Ireland
Rio 2016,1,Norway,0,0,4,4,2016,Rio 2016 | Norway
Rio 2016,1,United States of America,46,37,38,121,2016,Rio 2016 | United States of America
Rio 2016,1,Algeria,0,2,0,2,2016,Rio 2016 | Algeria
Rio 2016,1,Democratic People's Republic of Korea,2,3,2,7,2016,Rio 2016 | Democratic People's Republic of Korea
PyeongChang 2018,0,People's Republic of China,1,6,2,9,2018,PyeongChang 2018 | People's Republic of China
PyeongChang 2018,0,Great Britain,1,0,4,5,2018,PyeongChang 2018 | Great Britain
PyeongChang 2018,0,Czech Republic,2,2,3,7,2018,PyeongChang 2018 | Czech Republic
PyeongChang 2018,0,Slovenia,0,1,1,2,2018,PyeongChang 2018 | Slovenia
PyeongChang 2018,0,Poland,1,0,1,2,2018,PyeongChang 2018 | Poland
PyeongChang 2018,0,Norway,14,14,11,39,2018,PyeongChang 2018 | Norway
PyeongChang 2018,0,Germany,14,10,7,31,2018,PyeongChang 2018 | Germany
PyeongChang 2018,0,Australia,0,2,1,3,2018,PyeongChang 2018 | Australia
PyeongChang 2018,0,Finland,1,1,4,6,2018,PyeongChang 2018 | Finland
PyeongChang 2018,0,Canada,11,8,10,29,2018,PyeongChang 2018 | Canada
PyeongChang 2018,0,France,5,4,6,15,2018,PyeongChang 2018 | France
PyeongChang 2018,0,Switzerland,5,6,4,15,2018,PyeongChang 2018 | Switzerland
PyeongChang 2018,0,Austria,5,3,6,14,2018,PyeongChang 2018 | Austria
PyeongChang 2018,0,Liechtenstein,0,0,1,1,2018,PyeongChang 2018 | Liechtenstein
PyeongChang 2018,0,New Zealand,0,0,2,2,2018,PyeongChang 2018 | New Zealand
PyeongChang 2018,0,Japan,4,5,4,13,2018,PyeongChang 2018 | Japan
PyeongChang 2018,0,Belarus,2,1,0,3,2018,PyeongChang 2018 | Belarus
PyeongChang 2018,0,Netherlands,8,6,6,20,2018,PyeongChang 2018 | Netherlands
PyeongChang 2018,0,Kazakhstan,0,0,1,1,2018,PyeongChang 2018 | Kazakhstan
PyeongChang 2018,0,Sweden,7,6,1,14,2018,PyeongChang 2018 | Sweden
PyeongChang 2018,0,Hungary,1,0,0,1,2018,PyeongChang 2018 | Hungary
PyeongChang 2018,0,United States of America,9,8,6,23,2018,PyeongChang 2018 | United States of America
PyeongChang 2018,0,Ukraine,1,0,0,1,2018,PyeongChang 2018 | Ukraine
PyeongChang 2018,0,Latvia,0,0,1,1,2018,PyeongChang 2018 | Latvia
PyeongChang 2018,0,Republic of Korea,5,8,4,17,2018,PyeongChang 2018 | Republic of Korea
PyeongChang 2018,0,Spain,0,0,2,2,2018,PyeongChang 2018 | Spain
PyeongChang 2018,0,Olympic Athletes from Russia,2,6,9,17,2018,PyeongChang 2018 | Olympic Athletes from Russia
PyeongChang 2018,0,Italy,3,2,5,10,2018,PyeongChang 2018 | Italy
PyeongChang 2018,0,Belgium,0,1,0,1,2018,PyeongChang 2018 | Belgium
PyeongChang 2018,0,Slovakia,1,2,0,3,2018,PyeongChang 2018 | Slovakia
Tokyo 2020,1,Syrian Arab Republic,0,0,1,1,2021,Tokyo 2020 | Syrian Arab Republic
Tokyo 2020,1,Slovenia,3,1,1,5,2021,Tokyo 2020 | Slovenia
Tokyo 2020,1,Bahamas,2,0,0,2,2021,Tokyo 2020 | Bahamas
Tokyo 2020,1,Ghana,0,0,1,1,2021,Tokyo 2020 | Ghana
Tokyo 2020,1,Kosovo,2,0,0,2,2021,Tokyo 2020 | Kosovo
Tokyo 2020,1,Grenada,0,0,1,1,2021,Tokyo 2020 | Grenada
Tokyo 2020,1,Kuwait,0,0,1,1,2021,Tokyo 2020 | Kuwait
Tokyo 2020,1,Burkina Faso,0,0,1,1,2021,Tokyo 2020 | Burkina Faso
Tokyo 2020,1,Republic of Moldova,0,0,1,1,2021,Tokyo 2020 | Republic of Moldova
Tokyo 2020,1,Uzbekistan,3,0,2,5,2021,Tokyo 2020 | Uzbekistan
Tokyo 2020,1,Botswana,0,0,1,1,2021,Tokyo 2020 | Botswana
Tokyo 2020,1,San Marino,0,1,2,3,2021,Tokyo 2020 | San Marino
Tokyo 2020,1,Argentina,0,1,2,3,2021,Tokyo 2020 | Argentina
Tokyo 2020,1,Mexico,0,0,4,4,2021,Tokyo 2020 | Mexico
Tokyo 2020,1,Colombia,0,4,1,5,2021,Tokyo 2020 | Colombia
Tokyo 2020,1,Israel,2,0,2,4,2021,Tokyo 2020 | Israel
Tokyo 2020,1,Ireland,2,0,2,4,2021,Tokyo 2020 | Ireland
Tokyo 2020,1,Egypt,1,1,4,6,2021,Tokyo 2020 | Egypt
Tokyo 2020,1,Romania,1,3,0,4,2021,Tokyo 2020 | Romania
Tokyo 2020,1,Uganda,2,1,1,4,2021,Tokyo 2020 | Uganda
Tokyo 2020,1,Greece,2,1,1,4,2021,Tokyo 2020 | Greece
Tokyo 2020,1,Philippines,1,2,1,4,2021,Tokyo 2020 | Philippines
Tokyo 2020,1,Slovakia,1,2,1,4,2021,Tokyo 2020 | Slovakia
Tokyo 2020,1,Indonesia,1,1,3,5,2021,Tokyo 2020 | Indonesia
Tokyo 2020,1,South Africa,1,2,0,3,2021,Tokyo 2020 | South Africa
Tokyo 2020,1,Portugal,1,1,2,4,2021,Tokyo 2020 | Portugal
Tokyo 2020,1,Ethiopia,1,1,2,4,2021,Tokyo 2020 | Ethiopia
Tokyo 2020,1,Qatar,2,0,1,3,2021,Tokyo 2020 | Qatar
Tokyo 2020,1,Armenia,0,2,2,4,2021,Tokyo 2020 | Armenia
